1	2.30269
2	2.30253
3	2.30203
4	2.29945
5	2.2916
6	2.27327
7	2.24156
8	2.22139
9	2.27736
10	2.13902
11	2.20197
12	2.21466
13	2.07842
14	2.07176
15	2.17064
16	2.11692
17	2.05948
18	2.06657
19	2.08129
20	2.13482
21	2.25723
22	1.98025
23	2.0434
24	2.06266
25	2.01066
26	2.06453
27	2.0258
28	2.03788
29	1.8737
30	1.93283
31	1.91518
32	2.06655
33	1.90577
34	1.94113
35	1.95236
36	1.86587
37	1.90856
38	1.83721
39	1.91843
40	1.99815
41	1.92524
42	1.88475
43	1.89279
44	1.88488
45	1.83344
46	2.03087
47	1.88382
48	1.81135
49	1.89407
50	1.8111
51	1.78478
52	1.96564
53	1.88786
54	1.85807
55	1.94629
56	1.79752
57	1.81019
58	1.82683
59	1.82802
60	1.74293
61	1.78943
62	1.77568
63	1.80453
64	1.85787
65	1.80694
66	1.71669
67	2.02377
68	1.7652
69	1.83789
70	1.93904
71	1.80594
72	1.74046
73	1.72716
74	1.72783
75	1.71762
76	1.91936
77	1.7994
78	1.75772
79	1.86765
80	1.72303
81	1.7186
82	1.72339
83	1.74844
84	1.86101
85	1.82691
86	1.72118
87	1.72145
88	1.86917
89	1.81648
90	1.88537
91	1.9014
92	1.67127
93	1.79737
94	1.63369
95	1.91284
96	1.7814
97	1.74196
98	1.65368
99	1.61326
100	1.642
101	1.68356
102	1.83265
103	1.8706
104	1.84132
105	1.82319
106	1.85064
107	1.73427
108	1.77103
109	1.61828
110	1.65758
111	1.79594
112	1.72116
113	1.61601
114	1.70363
115	1.76671
116	1.61972
117	1.68316
118	1.68266
119	1.74821
120	1.65584
121	1.72846
122	1.73235
123	1.76506
124	1.67087
125	1.59121
126	1.78935
127	1.63854
128	1.75906
129	1.69879
130	1.81679
131	1.79254
132	1.7465
133	1.85185
134	1.70188
135	1.76145
136	1.77508
137	1.66602
138	1.7834
139	1.70498
140	1.76998
141	1.75372
142	1.74931
143	1.63584
144	1.78274
145	1.66788
146	1.61153
147	1.68776
148	1.88451
149	1.61159
150	1.72966
151	1.85617
152	1.7304
153	1.63656
154	1.61604
155	1.98224
156	1.74597
157	1.78946
158	1.72277
159	1.7232
160	1.7553
161	1.66891
162	1.75122
163	1.72818
164	1.63056
165	1.55384
166	1.78526
167	1.73467
168	1.74786
169	1.69756
170	1.58
171	1.56135
172	1.65754
173	1.80837
174	1.66927
175	1.5875
176	1.63596
177	1.80287
178	1.86298
179	1.58505
180	1.69858
181	1.61891
182	1.70786
183	1.60989
184	1.73639
185	1.6728
186	1.65107
187	1.67643
188	1.66713
189	1.6774
190	1.82001
191	1.63222
192	1.63201
193	1.60786
194	1.49552
195	1.60828
196	1.65348
197	1.6361
198	1.71071
199	1.52398
200	1.67674
201	1.75874
202	1.52664
203	1.69523
204	1.47641
205	1.86802
206	1.63291
207	1.57562
208	1.57012
209	1.55276
210	1.53099
211	1.71886
212	1.48588
213	1.48846
214	1.82407
215	1.63914
216	1.64657
217	1.52843
218	1.61764
219	1.63819
220	1.5762
221	1.56316
222	1.40673
223	1.64912
224	1.67101
225	1.56491
226	1.57373
227	1.5628
228	1.71083
229	1.60117
230	1.8497
231	1.50827
232	1.5033
233	1.69435
234	1.48055
235	1.67511
236	1.63239
237	1.45035
238	1.63471
239	1.55405
240	1.60379
241	1.56003
242	1.45422
243	1.63794
244	1.65564
245	1.45528
246	1.39056
247	1.56604
248	1.72478
249	1.8296
250	1.40957
251	1.47362
252	1.4987
253	1.62102
254	1.5804
255	1.79164
256	1.53656
257	1.71312
258	1.60736
259	1.60162
260	1.46823
261	1.44899
262	1.46452
263	1.67216
264	1.48764
265	1.63896
266	1.50672
267	1.63383
268	1.53274
269	1.81264
270	1.60372
271	1.68434
272	1.57555
273	1.7013
274	1.54219
275	1.72949
276	1.51572
277	1.53336
278	1.53691
279	1.59434
280	1.54152
281	1.49444
282	1.67922
283	1.57477
284	1.48246
285	1.59957
286	1.60312
287	1.63932
288	1.5821
289	1.42036
290	1.4529
291	1.55903
292	1.77765
293	1.50127
294	1.41959
295	1.57766
296	1.44244
297	1.6814
298	1.53656
299	1.56813
300	1.50536
301	1.51538
302	1.44556
303	1.54988
304	1.47914
305	1.67067
306	1.6499
307	1.6218
308	1.65174
309	1.61493
310	1.54365
311	1.47437
312	1.55968
313	1.59142
314	1.52241
315	1.69738
316	1.51865
317	1.59893
318	1.49203
319	1.82228
320	1.55547
321	1.72651
322	1.52205
323	1.6598
324	1.691
325	1.57512
326	1.60017
327	1.69558
328	1.51844
329	1.68567
330	1.61303
331	1.73227
332	1.58122
333	1.58783
334	1.61251
335	1.56592
336	1.68715
337	1.75669
338	1.57542
339	1.58106
340	1.66159
341	1.72403
342	1.36756
343	1.40451
344	1.50069
345	1.63404
346	1.56983
347	1.49222
348	1.57145
349	1.61914
350	1.48318
351	1.60296
352	1.53975
353	1.52052
354	1.57085
355	1.55794
356	1.4665
357	1.6779
358	1.49441
359	1.56278
360	1.49459
361	1.5415
362	1.55784
363	1.5917
364	1.49463
365	1.52563
366	1.35911
367	1.53047
368	1.6687
369	1.62773
370	1.66506
371	1.40852
372	1.74707
373	1.59705
374	1.55761
375	1.447
376	1.52743
377	1.49023
378	1.60541
379	1.47678
380	1.57186
381	1.66623
382	1.64626
383	1.65258
384	1.47043
385	1.47398
386	1.36546
387	1.56106
388	1.47088
389	1.42363
390	1.58657
391	1.57817
392	1.53584
393	1.43546
394	1.48276
395	1.48724
396	1.55482
397	1.68265
398	1.65142
399	1.58657
400	1.57968
401	1.32948
402	1.6293
403	1.56871
404	1.46725
405	1.55446
406	1.31914
407	1.49881
408	1.53074
409	1.58203
410	1.71113
411	1.61571
412	1.54058
413	1.53705
414	1.50999
415	1.46557
416	1.63388
417	1.42782
418	1.37977
419	1.55194
420	1.54447
421	1.65172
422	1.55959
423	1.49319
424	1.34553
425	1.3851
426	1.78267
427	1.58426
428	1.53264
429	1.67641
430	1.57398
431	1.5267
432	1.46749
433	1.59513
434	1.42863
435	1.69345
436	1.56085
437	1.42556
438	1.53374
439	1.54286
440	1.53704
441	1.68125
442	1.65242
443	1.67565
444	1.61605
445	1.48917
446	1.41817
447	1.54203
448	1.57467
449	1.4287
450	1.48289
451	1.23536
452	1.64185
453	1.64064
454	1.43112
455	1.48493
456	1.38688
457	1.38984
458	1.52774
459	1.4389
460	1.60827
461	1.42832
462	1.50399
463	1.33003
464	1.55111
465	1.46178
466	1.71675
467	1.42538
468	1.32109
469	1.62856
470	1.46798
